20140901,39434190.0,18720710.0
20140902,39197436.0,18924004.0
20140903,37797308.0,18762010.0
20140904,39922490.0,19091088.0
20140905,39319836.0,18871568.0
20140906,40118750.0,19222168.0
20140907,39650480.0,19358484.0
20140908,40096944.0,19126470.0
20140909,39582164.0,19007052.0
20140910,38840784.0,19403794.0
20140911,39770104.0,19492932.0
20140912,40090360.0,19831640.0
20140913,40182804.0,19808992.0
20140914,40469156.0,19672998.0
20140915,40932292.0,19943458.0
20140916,40948256.0,19775598.0
20140917,40331020.0,19915834.0
20140918,40858230.0,20304278.0
20140919,40679116.0,20229244.0
20140920,40752030.0,20099370.0
20140921,41101610.0,20080106.0
20140922,41128670.0,20073206.0
20140923,41369020.0,20369230.0
20140924,40533052.0,20416844.0
20140925,40956348.0,20535296.0
20140926,41864284.0,20276014.0
20140927,41955000.0,20623996.0
20140928,41044804.0,20679326.0
20140929,42110060.0,20771228.0
20140930,41347804.0,20791426.0
